instance_id,model_name,architecture,normalised_entropy,mean_accuracy,n_perturbations,n_unique_answers
mm_0161840,FLAN-T5-XXL,generative,-0.0,0.0,3,1.0
mm_0161840,FLAN-T5-base,generative,-0.0,0.0,3,1.0
mm_0161896,BioMistral-7B,generative,0.6460148371100897,0.0,4,3.0
mm_0161896,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0
mm_0161896,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
mm_0162411,BioMistral-7B,generative,0.4591479170272448,0.0,3,2.0
mm_0162411,FLAN-T5-XXL,generative,0.4591479170272448,0.0,3,2.0
mm_0162411,FLAN-T5-base,generative,0.4591479170272448,0.0,3,2.0
mm_0162448,BioMistral-7B,generative,0.6460148371100897,0.0,4,3.0
mm_0162448,FLAN-T5-XXL,generative,0.6460148371100897,0.0,4,3.0
mm_0162448,FLAN-T5-base,generative,0.6460148371100897,0.0,4,3.0
mm_0162509,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0
mm_0162509,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0
mm_0162509,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
mm_0162520,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0
mm_0162520,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0
mm_0162520,FLAN-T5-base,generative,0.3271035759815648,0.0,6,2.0
mm_0162546,BioMistral-7B,generative,0.8020464921255943,0.6666666666666666,6,5.0
mm_0162546,FLAN-T5-XXL,generative,0.3562071871080222,0.0,6,2.0
mm_0162546,FLAN-T5-base,generative,0.5645750340535796,0.3333333333333333,6,3.0
mm_0164466,BioMistral-7B,generative,0.7097959727678896,0.0,8,5.0
mm_0164466,FLAN-T5-XXL,generative,0.6011621919643219,0.0,8,4.0
mm_0164466,FLAN-T5-base,generative,0.4731973151785931,0.0,8,3.0
mm_0164998,BioMistral-7B,generative,0.8020464921255943,0.6666666666666666,6,5.0
mm_0164998,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0
mm_0164998,FLAN-T5-base,generative,0.3271035759815648,0.6666666666666666,6,2.0
mm_0165626,BioMistral-7B,generative,0.5197589750988045,0.8333333333333334,6,3.0
mm_0165626,FLAN-T5-XXL,generative,0.3562071871080222,0.5,6,2.0
mm_0165626,FLAN-T5-base,generative,0.3271035759815648,0.0,6,2.0
mm_0166051,BioMistral-7B,generative,0.683310763089587,1.0,6,4.0
mm_0166051,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0
mm_0166051,FLAN-T5-base,generative,0.3271035759815648,0.0,6,2.0
mm_0166571,BioMistral-7B,generative,0.5887621559162939,0.0,5,3.0
mm_0166571,FLAN-T5-XXL,generative,0.3756149631508355,0.0,5,2.0
mm_0166571,FLAN-T5-base,generative,0.3756149631508355,0.0,5,2.0
mm_0166771,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0
mm_0166771,FLAN-T5-XXL,generative,0.34939847028229715,0.0,4,2.0
mm_0166771,FLAN-T5-base,generative,0.6460148371100897,0.0,4,3.0
mm_0167745,BioMistral-7B,generative,-0.0,0.0,2,1.0
mm_0167745,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0
mm_0167745,FLAN-T5-base,generative,-0.0,0.0,2,1.0
mm_0168156,BioMistral-7B,generative,0.6309297535714575,0.0,2,2.0
mm_0168156,FLAN-T5-XXL,generative,0.6309297535714575,0.0,2,2.0
mm_0168156,FLAN-T5-base,generative,0.6309297535714575,0.0,2,2.0
mm_0168172,BioMistral-7B,generative,0.683310763089587,1.0,6,4.0
mm_0168172,FLAN-T5-XXL,generative,0.5197589750988045,0.0,6,3.0
mm_0168172,FLAN-T5-base,generative,0.3562071871080222,0.0,6,2.0
mm_0168205,BioMistral-7B,generative,-0.0,1.0,2,1.0
mm_0168205,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0
mm_0168205,FLAN-T5-base,generative,-0.0,1.0,2,1.0
mm_0168214,BioMistral-7B,generative,-0.0,0.0,2,1.0
mm_0168214,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0
mm_0168214,FLAN-T5-base,generative,-0.0,0.0,2,1.0
mm_0169244,BioMistral-7B,generative,0.6460148371100897,0.0,4,3.0
mm_0169244,FLAN-T5-XXL,generative,0.34939847028229715,0.0,4,2.0
mm_0169244,FLAN-T5-base,generative,-0.0,0.0,4,1.0
mm_0169777,BioMistral-7B,generative,0.683310763089587,0.6666666666666666,6,4.0
mm_0169777,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0
mm_0169777,FLAN-T5-base,generative,0.23154265837250496,0.0,6,2.0
mm_0169892,BioMistral-7B,generative,0.683310763089587,0.6666666666666666,6,4.0
mm_0169892,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0
mm_0169892,FLAN-T5-base,generative,0.5197589750988045,0.0,6,3.0
mm_0170315,BioMistral-7B,generative,0.7097959727678896,1.0,8,5.0
mm_0170315,FLAN-T5-XXL,generative,0.31546487678572877,0.5,8,2.0
mm_0170315,FLAN-T5-base,generative,0.40972418593640175,0.625,8,3.0
mm_0170417,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0
mm_0170417,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0
mm_0170417,FLAN-T5-base,generative,-0.0,0.0,6,1.0
mm_0170901,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0
mm_0170901,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0
mm_0170901,FLAN-T5-base,generative,0.3271035759815648,0.0,6,2.0
mm_0171131,BioMistral-7B,generative,0.43067655807339306,0.5,4,2.0
mm_0171131,FLAN-T5-XXL,generative,-0.0,1.0,4,1.0
mm_0171131,FLAN-T5-base,generative,-0.0,1.0,4,1.0
mm_0171518,BioMistral-7B,generative,0.43067655807339306,1.0,4,2.0
mm_0171518,FLAN-T5-XXL,generative,0.43067655807339306,0.0,4,2.0
mm_0171518,FLAN-T5-base,generative,-0.0,0.0,4,1.0
mm_0171649,BioMistral-7B,generative,0.5887621559162939,1.0,5,3.0
mm_0171649,FLAN-T5-XXL,generative,0.5887621559162939,0.0,5,3.0
mm_0171649,FLAN-T5-base,generative,-0.0,1.0,5,1.0
mm_0171666,BioMistral-7B,generative,0.6500706883049155,1.0,7,4.0
mm_0171666,FLAN-T5-XXL,generative,0.287706856188877,0.0,7,2.0
mm_0171666,FLAN-T5-base,generative,0.45959449782872513,0.0,7,3.0
mm_0171783,BioMistral-7B,generative,0.7435032788101106,0.0,5,4.0
mm_0171783,FLAN-T5-XXL,generative,0.7435032788101106,0.0,5,4.0
mm_0171783,FLAN-T5-base,generative,0.7435032788101106,0.0,5,4.0
mm_0172460,BioMistral-7B,generative,0.6309297535714575,1.0,2,2.0
mm_0172460,FLAN-T5-XXL,generative,0.6309297535714575,0.0,2,2.0
mm_0172460,FLAN-T5-base,generative,0.6309297535714575,0.0,2,2.0
mm_0172661,BioMistral-7B,generative,0.683310763089587,1.0,6,4.0
mm_0172661,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0
mm_0172661,FLAN-T5-base,generative,0.5645750340535796,0.0,6,3.0
mm_0173765,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0
mm_0173765,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0
mm_0173765,FLAN-T5-base,generative,-0.0,0.0,4,1.0
mm_0174037,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0
mm_0174037,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0
mm_0174037,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
mm_0174527,BioMistral-7B,generative,0.683310763089587,1.0,6,4.0
mm_0174527,FLAN-T5-XXL,generative,0.3271035759815648,1.0,6,2.0
mm_0174527,FLAN-T5-base,generative,-0.0,0.0,6,1.0
mm_0174783,BioMistral-7B,generative,0.8020464921255943,1.0,6,5.0
mm_0174783,FLAN-T5-XXL,generative,0.5197589750988045,0.0,6,3.0
mm_0174783,FLAN-T5-base,generative,0.3271035759815648,0.0,6,2.0
mm_0175215,BioMistral-7B,generative,0.5645750340535796,0.6666666666666666,6,3.0
mm_0175215,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0
mm_0175215,FLAN-T5-base,generative,0.3271035759815648,0.0,6,2.0
mm_0175242,BioMistral-7B,generative,0.43067655807339306,1.0,4,2.0
mm_0175242,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0
mm_0175242,FLAN-T5-base,generative,0.34939847028229715,0.0,4,2.0
mm_0175769,BioMistral-7B,generative,0.5887621559162939,1.0,5,3.0
mm_0175769,FLAN-T5-XXL,generative,0.3756149631508355,0.6,5,2.0
mm_0175769,FLAN-T5-base,generative,-0.0,1.0,5,1.0
mm_0176132,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0
mm_0176132,FLAN-T5-XXL,generative,0.3562071871080222,0.0,6,2.0
mm_0176132,FLAN-T5-base,generative,-0.0,0.0,6,1.0
mm_0176153,BioMistral-7B,generative,0.8020464921255943,0.0,6,5.0
mm_0176153,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0
mm_0176153,FLAN-T5-base,generative,0.3562071871080222,0.0,6,2.0
mm_0176433,BioMistral-7B,generative,0.43067655807339306,0.0,4,2.0
mm_0176433,FLAN-T5-XXL,generative,0.43067655807339306,0.0,4,2.0
mm_0176433,FLAN-T5-base,generative,0.6460148371100897,0.0,4,3.0
mm_0176562,BioMistral-7B,generative,0.5887621559162939,1.0,5,3.0
mm_0176562,FLAN-T5-XXL,generative,0.3756149631508355,0.0,5,2.0
mm_0176562,FLAN-T5-base,generative,0.3756149631508355,0.0,5,2.0
mm_0176770,BioMistral-7B,generative,-0.0,1.0,2,1.0
mm_0176770,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0
mm_0176770,FLAN-T5-base,generative,-0.0,0.0,2,1.0
mm_0177411,BioMistral-7B,generative,0.5887621559162939,0.0,5,3.0
mm_0177411,FLAN-T5-XXL,generative,-0.0,0.0,5,1.0
mm_0177411,FLAN-T5-base,generative,0.27927991012866066,0.0,5,2.0
mm_0177471,BioMistral-7B,generative,0.8020464921255943,1.0,6,5.0
mm_0177471,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0
mm_0177471,FLAN-T5-base,generative,0.5197589750988045,0.16666666666666666,6,3.0
mm_0177777,BioMistral-7B,generative,0.683310763089587,1.0,6,4.0
mm_0177777,FLAN-T5-XXL,generative,0.5645750340535796,0.0,6,3.0
mm_0177777,FLAN-T5-base,generative,-0.0,0.0,6,1.0
mm_0177855,BioMistral-7B,generative,0.7097959727678896,0.5,8,5.0
mm_0177855,FLAN-T5-XXL,generative,0.5520635343750253,0.0,8,4.0
mm_0177855,FLAN-T5-base,generative,0.2559297535714574,0.0,8,2.0
mm_0178262,BioMistral-7B,generative,0.7886621919643219,0.25,8,6.0
mm_0178262,FLAN-T5-XXL,generative,0.2559297535714574,0.0,8,2.0
mm_0178262,FLAN-T5-base,generative,0.33479597276788964,0.0,8,3.0
mm_0178424,BioMistral-7B,generative,0.8020464921255943,1.0,6,5.0
mm_0178424,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0
mm_0178424,FLAN-T5-base,generative,0.3271035759815648,0.6666666666666666,6,2.0
mm_0178559,BioMistral-7B,generative,-0.0,1.0,2,1.0
mm_0178559,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0
mm_0178559,FLAN-T5-base,generative,-0.0,0.0,2,1.0
mm_0178996,BioMistral-7B,generative,0.683310763089587,1.0,6,4.0
mm_0178996,FLAN-T5-XXL,generative,0.4458393050175722,0.0,6,3.0
mm_0178996,FLAN-T5-base,generative,0.3271035759815648,0.0,6,2.0
mm_0179114,BioMistral-7B,generative,0.43067655807339306,0.0,4,2.0
mm_0179114,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0
mm_0179114,FLAN-T5-base,generative,-0.0,0.0,4,1.0
mm_0180560,BioMistral-7B,generative,0.8020464921255943,1.0,6,5.0
mm_0180560,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0
mm_0180560,FLAN-T5-base,generative,-0.0,0.0,6,1.0
mm_0180790,BioMistral-7B,generative,0.8020464921255943,0.6666666666666666,6,5.0
mm_0180790,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0
mm_0180790,FLAN-T5-base,generative,0.683310763089587,0.0,6,4.0
mm_0180796,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0
mm_0180796,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0
mm_0180796,FLAN-T5-base,generative,0.5197589750988045,0.0,6,3.0
mm_0181168,BioMistral-7B,generative,0.683310763089587,0.6666666666666666,6,4.0
mm_0181168,FLAN-T5-XXL,generative,0.4458393050175722,0.6666666666666666,6,3.0
mm_0181168,FLAN-T5-base,generative,0.5197589750988045,0.0,6,3.0
mm_0181222,BioMistral-7B,generative,0.4591479170272448,1.0,3,2.0
mm_0181222,FLAN-T5-XXL,generative,0.4591479170272448,0.0,3,2.0
mm_0181222,FLAN-T5-base,generative,0.4591479170272448,0.0,3,2.0
mm_0181309,BioMistral-7B,generative,0.8020464921255943,1.0,6,5.0
mm_0181309,FLAN-T5-XXL,generative,0.5197589750988045,0.16666666666666666,6,3.0
mm_0181309,FLAN-T5-base,generative,0.23154265837250496,0.0,6,2.0
mm_0181675,BioMistral-7B,generative,0.5645750340535796,0.0,6,3.0
mm_0181675,FLAN-T5-XXL,generative,0.23154265837250496,0.0,6,2.0
mm_0181675,FLAN-T5-base,generative,-0.0,0.0,6,1.0
mm_0184130,BioMistral-7B,generative,0.683310763089587,1.0,6,4.0
mm_0184130,FLAN-T5-XXL,generative,0.23154265837250496,0.16666666666666666,6,2.0
mm_0184130,FLAN-T5-base,generative,-0.0,0.0,6,1.0
mm_0184313,BioMistral-7B,generative,0.7886621919643219,1.0,8,6.0
mm_0184313,FLAN-T5-XXL,generative,0.2559297535714574,0.0,8,2.0
mm_0184313,FLAN-T5-base,generative,0.4731973151785931,0.5,8,3.0
mm_0184320,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0
mm_0184320,FLAN-T5-XXL,generative,0.43067655807339306,0.0,4,2.0
mm_0184320,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
mm_0184337,BioMistral-7B,generative,0.43067655807339306,1.0,4,2.0
mm_0184337,FLAN-T5-XXL,generative,0.43067655807339306,0.5,4,2.0
mm_0184337,FLAN-T5-base,generative,0.43067655807339306,0.5,4,2.0
mm_0184531,BioMistral-7B,generative,0.0,0.0,1,1.0
mm_0184531,FLAN-T5-XXL,generative,0.0,0.0,1,1.0
mm_0184531,FLAN-T5-base,generative,0.0,0.0,1,1.0
mm_0185245,BioMistral-7B,generative,0.6500706883049155,0.0,7,4.0
mm_0185245,FLAN-T5-XXL,generative,0.45959449782872513,0.0,7,3.0
mm_0185245,FLAN-T5-base,generative,0.287706856188877,0.0,7,2.0
mm_0185936,BioMistral-7B,generative,0.43067655807339306,1.0,4,2.0
mm_0185936,FLAN-T5-XXL,generative,0.6460148371100897,0.0,4,3.0
mm_0185936,FLAN-T5-base,generative,-0.0,0.0,4,1.0
mm_0186119,BioMistral-7B,generative,0.43067655807339306,0.5,4,2.0
mm_0186119,FLAN-T5-XXL,generative,-0.0,1.0,4,1.0
mm_0186119,FLAN-T5-base,generative,-0.0,1.0,4,1.0
mm_0186465,BioMistral-7B,generative,0.7453087835430107,1.0,7,5.0
mm_0186465,FLAN-T5-XXL,generative,0.32840937867808384,0.0,7,2.0
mm_0186465,FLAN-T5-base,generative,-0.0,0.0,7,1.0
mm_0187173,BioMistral-7B,generative,0.43067655807339306,0.0,4,2.0
mm_0187173,FLAN-T5-XXL,generative,0.43067655807339306,0.0,4,2.0
mm_0187173,FLAN-T5-base,generative,-0.0,0.0,4,1.0
mm_0187489,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0
mm_0187489,FLAN-T5-XXL,generative,0.3271035759815648,0.6666666666666666,6,2.0
mm_0187489,FLAN-T5-base,generative,0.3562071871080222,0.0,6,2.0
mm_0187588,BioMistral-7B,generative,0.6309297535714575,0.0,2,2.0
mm_0187588,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0
mm_0187588,FLAN-T5-base,generative,-0.0,0.0,2,1.0
mm_0187792,BioMistral-7B,generative,0.6500706883049155,0.0,7,4.0
mm_0187792,FLAN-T5-XXL,generative,-0.0,0.0,7,1.0
mm_0187792,FLAN-T5-base,generative,-0.0,0.0,7,1.0
mm_0187940,BioMistral-7B,generative,0.7453087835430107,0.0,7,5.0
mm_0187940,FLAN-T5-XXL,generative,0.287706856188877,0.0,7,2.0
mm_0187940,FLAN-T5-base,generative,0.5188855691542743,0.0,7,3.0
mm_0188057,BioMistral-7B,generative,0.683310763089587,0.3333333333333333,6,4.0
mm_0188057,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0
mm_0188057,FLAN-T5-base,generative,0.5645750340535796,0.0,6,3.0
mm_0188249,BioMistral-7B,generative,0.7435032788101106,1.0,5,4.0
mm_0188249,FLAN-T5-XXL,generative,0.3756149631508355,0.0,5,2.0
mm_0188249,FLAN-T5-base,generative,0.3756149631508355,0.0,5,2.0
mm_0189033,BioMistral-7B,generative,0.5197589750988045,1.0,6,3.0
mm_0189033,FLAN-T5-XXL,generative,0.23154265837250496,0.0,6,2.0
mm_0189033,FLAN-T5-base,generative,0.23154265837250496,0.0,6,2.0
mm_0189388,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0
mm_0189388,FLAN-T5-XXL,generative,0.5645750340535796,0.0,6,3.0
mm_0189388,FLAN-T5-base,generative,-0.0,0.0,6,1.0
mm_0189542,BioMistral-7B,generative,0.7435032788101106,0.0,5,4.0
mm_0189542,FLAN-T5-XXL,generative,-0.0,0.0,5,1.0
mm_0189542,FLAN-T5-base,generative,-0.0,0.0,5,1.0
mm_0189992,BioMistral-7B,generative,-0.0,0.0,2,1.0
mm_0189992,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0
mm_0189992,FLAN-T5-base,generative,-0.0,0.0,2,1.0
mm_0190644,BioMistral-7B,generative,0.4591479170272448,1.0,3,2.0
mm_0190644,FLAN-T5-XXL,generative,-0.0,1.0,3,1.0
mm_0190644,FLAN-T5-base,generative,-0.0,1.0,3,1.0
mm_0191008,BioMistral-7B,generative,0.7435032788101106,1.0,5,4.0
mm_0191008,FLAN-T5-XXL,generative,0.5303560860446522,0.0,5,3.0
mm_0191008,FLAN-T5-base,generative,0.7435032788101106,0.0,5,4.0
mm_0191715,BioMistral-7B,generative,0.43067655807339306,0.0,4,2.0
mm_0191715,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0
mm_0191715,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
mm_0192165,BioMistral-7B,generative,0.4591479170272448,0.0,3,2.0
mm_0192165,FLAN-T5-XXL,generative,-0.0,0.0,3,1.0
mm_0192165,FLAN-T5-base,generative,-0.0,0.0,3,1.0
mm_0193015,BioMistral-7B,generative,0.43067655807339306,0.5,4,2.0
mm_0193015,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0
mm_0193015,FLAN-T5-base,generative,-0.0,0.0,4,1.0
mm_0193331,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0
mm_0193331,FLAN-T5-XXL,generative,0.6460148371100897,0.0,4,3.0
mm_0193331,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
mm_0193351,BioMistral-7B,generative,0.6460148371100897,0.0,4,3.0
mm_0193351,FLAN-T5-XXL,generative,0.6460148371100897,0.0,4,3.0
mm_0193351,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
mm_0193717,BioMistral-7B,generative,0.6460148371100897,0.0,4,3.0
mm_0193717,FLAN-T5-XXL,generative,0.43067655807339306,0.0,4,2.0
mm_0193717,FLAN-T5-base,generative,-0.0,0.0,4,1.0
mm_0194015,BioMistral-7B,generative,0.7886621919643219,0.25,8,6.0
mm_0194015,FLAN-T5-XXL,generative,-0.0,1.0,8,1.0
mm_0194015,FLAN-T5-base,generative,-0.0,1.0,8,1.0
mm_0194026,BioMistral-7B,generative,0.6309297535714575,1.0,2,2.0
mm_0194026,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0
mm_0194026,FLAN-T5-base,generative,-0.0,0.0,2,1.0
mm_0194085,BioMistral-7B,generative,-0.0,1.0,2,1.0
mm_0194085,FLAN-T5-XXL,generative,-0.0,0.0,2,1.0
mm_0194085,FLAN-T5-base,generative,-0.0,0.0,2,1.0
mm_0194562,BioMistral-7B,generative,0.43067655807339306,0.5,4,2.0
mm_0194562,FLAN-T5-XXL,generative,0.43067655807339306,0.5,4,2.0
mm_0194562,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
mm_0195338,BioMistral-7B,generative,0.7435032788101106,0.4,5,4.0
mm_0195338,FLAN-T5-XXL,generative,0.27927991012866066,0.0,5,2.0
mm_0195338,FLAN-T5-base,generative,0.27927991012866066,0.0,5,2.0
mm_0196116,BioMistral-7B,generative,0.4591479170272448,1.0,3,2.0
mm_0196116,FLAN-T5-XXL,generative,0.4591479170272448,0.0,3,2.0
mm_0196116,FLAN-T5-base,generative,-0.0,0.0,3,1.0
mm_0196264,BioMistral-7B,generative,0.5645750340535796,0.0,6,3.0
mm_0196264,FLAN-T5-XXL,generative,0.23154265837250496,0.0,6,2.0
mm_0196264,FLAN-T5-base,generative,-0.0,0.0,6,1.0
mm_0196838,BioMistral-7B,generative,0.43067655807339306,0.5,4,2.0
mm_0196838,FLAN-T5-XXL,generative,0.6460148371100897,0.5,4,3.0
mm_0196838,FLAN-T5-base,generative,0.34939847028229715,0.25,4,2.0
mm_0197067,BioMistral-7B,generative,0.840546878781106,0.7142857142857143,7,6.0
mm_0197067,FLAN-T5-XXL,generative,0.1972242595274425,0.0,7,2.0
mm_0197067,FLAN-T5-base,generative,0.1972242595274425,0.0,7,2.0
mm_0197241,BioMistral-7B,generative,0.43067655807339306,1.0,4,2.0
mm_0197241,FLAN-T5-XXL,generative,-0.0,0.0,4,1.0
mm_0197241,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
mm_0197765,BioMistral-7B,generative,0.8020464921255943,0.6666666666666666,6,5.0
mm_0197765,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0
mm_0197765,FLAN-T5-base,generative,0.683310763089587,0.0,6,4.0
mm_0198299,BioMistral-7B,generative,0.683310763089587,1.0,6,4.0
mm_0198299,FLAN-T5-XXL,generative,-0.0,0.0,6,1.0
mm_0198299,FLAN-T5-base,generative,-0.0,0.0,6,1.0
mm_0198407,BioMistral-7B,generative,0.7097959727678896,0.25,8,5.0
mm_0198407,FLAN-T5-XXL,generative,-0.0,0.0,8,1.0
mm_0198407,FLAN-T5-base,generative,-0.0,0.0,8,1.0
mm_0198476,BioMistral-7B,generative,0.43067655807339306,0.5,4,2.0
mm_0198476,FLAN-T5-XXL,generative,0.43067655807339306,0.0,4,2.0
mm_0198476,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
mm_0198970,BioMistral-7B,generative,0.683310763089587,1.0,6,4.0
mm_0198970,FLAN-T5-XXL,generative,0.23154265837250496,0.0,6,2.0
mm_0198970,FLAN-T5-base,generative,0.23154265837250496,0.0,6,2.0
mm_0199321,BioMistral-7B,generative,0.7435032788101106,1.0,5,4.0
mm_0199321,FLAN-T5-XXL,generative,-0.0,0.0,5,1.0
mm_0199321,FLAN-T5-base,generative,0.5303560860446522,0.0,5,3.0
mm_0199585,BioMistral-7B,generative,0.7097959727678896,0.0,8,5.0
mm_0199585,FLAN-T5-XXL,generative,0.2559297535714574,0.75,8,2.0
mm_0199585,FLAN-T5-base,generative,-0.0,0.0,8,1.0
mm_0199599,BioMistral-7B,generative,0.5645750340535796,0.0,6,3.0
mm_0199599,FLAN-T5-XXL,generative,0.23154265837250496,0.0,6,2.0
mm_0199599,FLAN-T5-base,generative,-0.0,0.0,6,1.0
mm_0199662,BioMistral-7B,generative,0.6460148371100897,1.0,4,3.0
mm_0199662,FLAN-T5-XXL,generative,0.43067655807339306,0.0,4,2.0
mm_0199662,FLAN-T5-base,generative,0.6460148371100897,0.0,4,3.0
mm_0199885,BioMistral-7B,generative,0.43067655807339306,1.0,4,2.0
mm_0199885,FLAN-T5-XXL,generative,0.43067655807339306,0.0,4,2.0
mm_0199885,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
mm_0200523,BioMistral-7B,generative,0.683310763089587,0.0,6,4.0
mm_0200523,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0
mm_0200523,FLAN-T5-base,generative,0.5645750340535796,0.0,6,3.0
mm_0200689,BioMistral-7B,generative,0.8613531161467861,0.5,4,4.0
mm_0200689,FLAN-T5-XXL,generative,0.6460148371100897,0.0,4,3.0
mm_0200689,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
mm_0200899,BioMistral-7B,generative,0.5645750340535796,0.6666666666666666,6,3.0
mm_0200899,FLAN-T5-XXL,generative,0.3271035759815648,0.0,6,2.0
mm_0200899,FLAN-T5-base,generative,0.5645750340535796,0.0,6,3.0
mm_0201109,BioMistral-7B,generative,0.792481250360578,0.0,3,3.0
mm_0201109,FLAN-T5-XXL,generative,-0.0,0.0,3,1.0
mm_0201109,FLAN-T5-base,generative,-0.0,0.0,3,1.0
mm_0201459,BioMistral-7B,generative,0.43067655807339306,0.5,4,2.0
mm_0201459,FLAN-T5-XXL,generative,0.34939847028229715,0.0,4,2.0
mm_0201459,FLAN-T5-base,generative,0.43067655807339306,0.0,4,2.0
